TimeSinceStart,TrashPicked,HelpHints,SpawnMores,PromptType,Label
4.98,0,1,0,HelpHint,
5.78,1,1,0,None,
10.00,2,1,0,None,
13.50,3,1,0,None,
14.98,3,1,1,SpawnMore,
19.99,3,2,1,HelpHint,
20.00,4,2,1,None,
24.46,5,2,1,None,
29.99,5,3,1,HelpHint,
30.01,6,3,1,None,
34.99,6,3,2,SpawnMore,
39.82,7,3,2,None,
40.01,8,3,2,None,
41.70,9,3,2,None,
49.99,9,4,2,HelpHint,
50.01,10,4,2,None,
55.00,10,4,3,SpawnMore,
60.00,10,5,3,HelpHint,
60.01,11,5,3,None,
64.18,12,5,3,None,
70.00,12,6,3,HelpHint,
70.01,13,6,3,None,
75.00,13,6,4,SpawnMore,
75.48,14,6,4,None,
80.01,15,6,4,None,
87.40,16,6,4,None,
90.01,16,6,4,Final,0
