TimeSinceStart,TrashPicked,HelpHints,SpawnMores,PromptType,Label
4.98,0,1,0,HelpHint,
5.24,1,1,0,None,
5.78,2,1,0,None,
10.99,2,1,1,SpawnMore,
10.99,3,1,1,None,
13.22,4,1,1,None,
14.98,4,1,2,SpawnMore,
16.21,5,1,2,None,
20.26,6,1,2,None,
20.46,6,1,3,SpawnMore,
20.46,7,1,3,None,
24.82,7,2,3,HelpHint,
24.82,8,2,3,None,
27.54,9,2,3,None,
29.64,9,3,3,HelpHint,
29.64,10,3,3,None,
29.99,10,3,4,SpawnMore,
33.64,11,3,4,None,
34.07,11,3,5,SpawnMore,
34.07,12,3,5,None,
35.40,13,3,5,None,
38.57,13,3,6,SpawnMore,
38.57,14,3,6,None,
41.06,15,3,6,None,
44.16,16,3,6,None,
45.00,16,3,7,SpawnMore,
49.14,16,4,7,HelpHint,
49.14,17,4,7,None,
51.78,18,4,7,None,
54.91,18,5,7,HelpHint,
54.91,19,5,7,None,
59.81,19,6,7,HelpHint,
59.81,20,6,7,None,
60.00,20,6,8,SpawnMore,
62.52,21,6,8,None,
64.79,22,6,8,None,
68.78,23,6,8,None,
69.86,23,7,8,HelpHint,
69.86,24,7,8,None,
70.01,24,7,8,Final,0
