TimeSinceStart,TrashPicked,HelpHints,SpawnMores,PromptType,Label
4.98,0,1,0,HelpHint,
5.35,1,1,0,None,
5.78,2,1,0,None,
9.79,3,1,0,None,
13.28,4,1,0,None,
14.99,4,1,1,SpawnMore,
15.50,4,2,1,HelpHint,
15.50,5,2,1,None,
20.02,5,3,1,HelpHint,
20.02,6,3,1,None,
20.42,7,3,1,None,
24.69,8,3,1,None,
29.48,9,3,1,None,
29.99,9,3,2,SpawnMore,
30.02,10,3,2,None,
34.91,11,3,2,None,
40.00,11,4,2,HelpHint,
40.38,12,4,2,None,
40.52,13,4,2,None,
44.67,13,5,2,HelpHint,
44.67,13,5,3,SpawnMore,
44.67,14,5,3,None,
45.00,14,5,4,SpawnMore,
46.02,15,5,4,None,
50.42,15,5,5,SpawnMore,
50.42,16,5,5,None,
52.36,17,5,5,None,
56.13,17,6,5,HelpHint,
56.13,18,6,5,None,
58.40,19,6,5,None,
60.00,19,6,5,Final,0
