TimeSinceStart,TrashPicked,HelpHints,SpawnMores,PromptType,Label
4.16,1,0,0,None,
5.53,1,0,1,SpawnMore,
5.53,2,0,1,None,
9.58,3,0,1,None,
10.76,4,0,1,None,
14.22,5,0,1,None,
15.01,5,0,2,SpawnMore,
16.33,6,0,2,None,
21.35,7,0,2,None,
23.96,8,0,2,None,
27.23,9,0,2,None,
30.01,9,0,3,SpawnMore,
32.70,9,1,3,HelpHint,
32.70,10,1,3,None,
34.34,11,1,3,None,
37.83,11,2,3,HelpHint,
37.83,12,2,3,None,
42.07,13,2,3,None,
45.02,13,2,4,SpawnMore,
45.34,14,2,4,None,
46.99,15,2,4,None,
52.40,16,2,4,None,
54.36,17,2,4,None,
56.71,18,2,4,None,
57.54,19,2,4,None,
60.02,19,2,4,Final,1
