TimeSinceStart,TrashPicked,HelpHints,SpawnMores,PromptType,Label
4.56,1,0,0,None,
5.73,1,1,0,HelpHint,
5.73,1,1,1,SpawnMore,
5.73,2,1,1,None,
8.48,3,1,1,None,
10.78,3,1,2,SpawnMore,
10.78,4,1,2,None,
13.24,5,1,2,None,
14.99,5,1,3,SpawnMore,
16.61,6,1,3,None,
21.15,7,1,3,None,
21.56,8,1,3,None,
25.62,9,1,3,None,
29.72,10,1,3,None,
29.99,10,1,4,SpawnMore,
31.06,10,2,4,HelpHint,
31.06,10,2,5,SpawnMore,
31.06,11,2,5,None,
35.02,12,2,5,None,
36.29,13,2,5,None,
41.44,13,2,6,SpawnMore,
41.44,14,2,6,None,
44.99,14,2,7,SpawnMore,
46.18,14,2,8,SpawnMore,
46.18,15,2,8,None,
46.48,16,2,8,None,
51.28,16,3,8,HelpHint,
51.28,16,3,9,SpawnMore,
51.28,17,3,9,None,
51.30,18,3,9,None,
55.32,19,3,9,None,
56.92,20,3,9,None,
60.00,20,3,10,SpawnMore,
60.85,20,4,10,HelpHint,
60.85,21,4,10,None,
65.93,22,4,10,None,
68.46,23,4,10,None,
70.29,24,4,10,None,
75.01,24,4,11,SpawnMore,
75.55,25,4,11,None,
81.18,26,4,11,None,
85.16,27,4,11,None,
85.88,28,4,11,None,
89.66,29,4,11,None,
90.03,29,4,12,SpawnMore,
91.18,30,4,12,None,
92.94,31,4,12,None,
97.06,31,5,12,HelpHint,
97.06,32,5,12,None,
101.16,33,5,12,None,
104.40,34,5,12,None,
105.04,34,5,12,Final,0
