TimeSinceStart,TrashPicked,HelpHints,SpawnMores,PromptType,Label
4.64,1,0,0,None,
9.98,1,1,0,HelpHint,
10.00,2,1,0,None,
14.98,2,1,1,SpawnMore,
18.92,3,1,1,None,
20.01,4,1,1,None,
29.78,5,1,1,None,
29.99,5,1,2,SpawnMore,
30.01,6,1,2,None,
39.99,6,2,2,HelpHint,
40.01,7,2,2,None,
42.88,8,2,2,None,
44.99,8,2,3,SpawnMore,
50.00,8,3,3,HelpHint,
50.01,9,3,3,None,
55.92,10,3,3,None,
60.00,10,3,4,SpawnMore,
60.01,11,3,4,None,
62.74,12,3,4,None,
70.00,12,4,4,HelpHint,
70.01,13,4,4,None,
75.00,13,4,5,SpawnMore,
80.00,13,5,5,HelpHint,
80.01,14,5,5,None,
81.80,15,5,5,None,
90.00,15,6,5,HelpHint,
90.01,16,6,5,None,
94.02,17,6,5,None,
95.00,17,6,5,Final,0
