TimeSinceStart,TrashPicked,HelpHints,SpawnMores,PromptType,Label
4.64,1,0,0,None,
5.55,2,0,0,None,
11.20,2,1,0,HelpHint,
11.20,3,1,0,None,
14.99,3,1,1,SpawnMore,
16.26,3,2,1,HelpHint,
16.26,4,2,1,None,
20.61,4,3,1,HelpHint,
20.61,5,3,1,None,
25.00,6,3,1,None,
26.43,7,3,1,None,
29.99,7,3,2,SpawnMore,
30.88,8,3,2,None,
31.71,8,3,3,SpawnMore,
31.71,9,3,3,None,
35.93,10,3,3,None,
37.60,11,3,3,None,
40.11,11,4,3,HelpHint,
40.11,12,4,3,None,
44.99,12,4,4,SpawnMore,
45.16,13,4,4,None,
47.72,14,4,4,None,
50.69,14,5,4,HelpHint,
50.69,14,5,5,SpawnMore,
50.69,15,5,5,None,
54.66,16,5,5,None,
56.57,16,6,5,HelpHint,
56.57,16,6,6,SpawnMore,
56.57,17,6,6,None,
60.00,17,6,7,SpawnMore,
61.87,18,6,7,None,
65.48,19,6,7,None,
66.00,20,6,7,None,
70.60,21,6,7,None,
72.00,22,6,7,None,
75.00,22,6,8,SpawnMore,
76.30,23,6,8,None,
76.67,23,7,8,HelpHint,
76.67,24,7,8,None,
82.43,24,8,8,HelpHint,
82.43,24,8,9,SpawnMore,
82.43,25,8,9,None,
86.52,26,8,9,None,
86.63,26,9,9,HelpHint,
86.63,27,9,9,None,
90.01,27,9,10,SpawnMore,
92.47,27,9,11,SpawnMore,
92.47,28,9,11,None,
97.88,28,9,12,SpawnMore,
97.88,29,9,12,None,
98.12,30,9,12,None,
103.59,30,9,13,SpawnMore,
103.59,31,9,13,None,
105.01,31,9,14,SpawnMore,
107.64,32,9,14,None,
107.83,33,9,14,None,
113.63,34,9,14,None,
117.94,35,9,14,None,
120.02,35,9,15,SpawnMore,
121.26,36,9,15,None,
123.11,37,9,15,None,
127.83,38,9,15,None,
130.72,39,9,15,None,
133.20,40,9,15,None,
135.03,40,9,16,SpawnMore,
136.64,41,9,16,None,
138.37,42,9,16,None,
143.29,43,9,16,None,
143.40,44,9,16,None,
145.03,44,9,16,Final,0
