TimeSinceStart,TrashPicked,HelpHints,SpawnMores,PromptType,Label
4.56,1,0,0,None,
4.93,1,1,0,HelpHint,
4.93,1,1,1,SpawnMore,
4.93,2,1,1,None,
8.96,3,1,1,None,
10.19,3,2,1,HelpHint,
10.19,4,2,1,None,
12.44,5,2,1,None,
14.99,5,2,2,SpawnMore,
15.33,5,2,3,SpawnMore,
15.33,6,2,3,None,
19.57,6,2,4,SpawnMore,
19.57,7,2,4,None,
20.26,8,2,4,None,
23.84,9,2,4,None,
29.08,10,2,4,None,
30.00,10,2,5,SpawnMore,
30.64,11,2,5,None,
33.94,12,2,5,None,
39.93,13,2,5,None,
42.80,14,2,5,None,
45.01,14,2,6,SpawnMore,
45.79,14,3,6,HelpHint,
45.79,15,3,6,None,
48.22,16,3,6,None,
51.06,17,3,6,None,
55.02,18,3,6,None,
55.53,19,3,6,None,
60.02,19,3,6,Final,1
