TimeSinceStart,TrashPicked,HelpHints,SpawnMores,PromptType,Label
4.56,1,0,0,None,
9.98,1,1,0,HelpHint,
10.00,2,1,0,None,
14.98,2,1,1,SpawnMore,
19.99,2,2,1,HelpHint,
20.00,3,2,1,None,
29.99,3,3,1,HelpHint,
30.02,4,3,1,None,
32.46,5,3,1,None,
34.92,6,3,1,None,
35.00,6,3,2,SpawnMore,
40.00,6,4,2,HelpHint,
40.02,7,4,2,None,
46.38,8,4,2,None,
50.00,8,4,3,SpawnMore,
50.02,9,4,3,None,
51.36,10,4,3,None,
60.01,10,5,3,HelpHint,
60.02,11,5,3,None,
65.01,11,5,4,SpawnMore,
68.66,12,5,4,None,
70.03,13,5,4,None,
77.76,14,5,4,None,
80.02,14,5,4,Final,0
