TimeSinceStart,TrashPicked,HelpHints,SpawnMores,PromptType,Label
4.98,0,1,0,HelpHint,
6.00,1,1,0,None,
12.00,2,1,0,None,
13.24,3,1,0,None,
14.98,3,1,1,SpawnMore,
18.00,4,1,1,None,
24.01,5,1,1,None,
27.42,6,1,1,None,
29.99,6,1,2,SpawnMore,
30.01,7,1,2,None,
34.70,8,1,2,None,
36.01,9,1,2,None,
38.26,10,1,2,None,
42.01,11,1,2,None,
44.99,11,1,3,SpawnMore,
46.44,12,1,3,None,
48.01,13,1,3,None,
51.66,14,1,3,None,
54.01,15,1,3,None,
59.82,16,1,3,None,
60.00,16,1,4,SpawnMore,
60.02,17,1,4,None,
66.02,18,1,4,None,
72.02,19,1,4,None,
74.24,20,1,4,None,
75.00,20,1,4,Final,1
