TimeSinceStart,TrashPicked,HelpHints,SpawnMores,PromptType,Label
1.00,1,0,0,None,
2.00,2,0,0,None,
3.00,3,0,0,None,
4.01,4,0,0,None,
5.01,5,0,0,None,
5.72,6,0,0,None,
6.02,7,0,0,None,
7.02,8,0,0,None,
8.02,9,0,0,None,
9.02,10,0,0,None,
10.02,11,0,0,None,
11.03,12,0,0,None,
11.42,13,0,0,None,
12.03,14,0,0,None,
13.04,15,0,0,None,
14.04,16,0,0,None,
14.38,17,0,0,None,
14.99,17,0,1,SpawnMore,
15.04,18,0,1,None,
16.04,19,0,1,None,
17.04,20,0,1,None,
17.88,21,0,1,None,
18.04,22,0,1,None,
19.04,23,0,1,None,
20.04,24,0,1,None,
21.04,25,0,1,None,
22.05,26,0,1,None,
23.05,27,0,1,None,
24.05,28,0,1,None,
25.06,29,0,1,None,
26.06,30,0,1,None,
27.06,31,0,1,None,
28.07,32,0,1,None,
28.46,33,0,1,None,
29.08,34,0,1,None,
30.01,34,0,1,Final,1
