TimeSinceStart,TrashPicked,HelpHints,SpawnMores,PromptType,Label
4.98,0,1,0,HelpHint,
6.00,1,1,0,None,
12.00,2,1,0,None,
13.24,3,1,0,None,
14.98,3,1,1,SpawnMore,
18.00,4,1,1,None,
21.48,5,1,1,None,
23.84,6,1,1,None,
24.00,7,1,1,None,
29.99,7,2,1,HelpHint,
30.00,8,2,1,None,
34.44,9,2,1,None,
34.99,9,2,2,SpawnMore,
36.01,10,2,2,None,
39.16,11,2,2,None,
42.01,12,2,2,None,
48.01,13,2,2,None,
49.99,13,2,3,SpawnMore,
54.01,14,2,3,None,
56.84,15,2,3,None,
60.01,16,2,3,None,
65.00,16,2,4,SpawnMore,
66.01,17,2,4,None,
72.02,18,2,4,None,
72.78,19,2,4,None,
75.00,19,2,4,Final,1
