TimeSinceStart,TrashPicked,HelpHints,SpawnMores,PromptType,Label
1.00,1,0,0,None,
2.01,2,0,0,None,
3.01,3,0,0,None,
4.01,4,0,0,None,
5.01,5,0,0,None,
5.78,6,0,0,None,
6.01,7,0,0,None,
7.01,8,0,0,None,
8.02,9,0,0,None,
9.02,10,0,0,None,
10.02,11,0,0,None,
10.16,12,0,0,None,
11.02,13,0,0,None,
12.03,14,0,0,None,
13.03,15,0,0,None,
14.03,16,0,0,None,
14.98,16,0,1,SpawnMore,
15.03,17,0,1,None,
15.62,18,0,1,None,
16.04,19,0,1,None,
17.04,20,0,1,None,
18.04,21,0,1,None,
19.04,22,0,1,None,
20.04,23,0,1,None,
21.04,24,0,1,None,
22.05,25,0,1,None,
22.88,26,0,1,None,
23.05,27,0,1,None,
24.05,28,0,1,None,
25.05,29,0,1,None,
26.06,30,0,1,None,
27.06,31,0,1,None,
28.06,32,0,1,None,
29.06,33,0,1,None,
29.99,33,0,2,SpawnMore,
30.07,34,0,2,None,
30.28,35,0,2,None,
31.07,36,0,2,None,
32.07,37,0,2,None,
33.07,38,0,2,None,
33.10,39,0,2,None,
34.07,40,0,2,None,
34.99,40,0,2,Final,1
