TimeSinceStart,TrashPicked,HelpHints,SpawnMores,PromptType,Label
1.00,1,0,0,None,
2.00,2,0,0,None,
3.01,3,0,0,None,
4.01,4,0,0,None,
5.01,5,0,0,None,
5.78,6,0,0,None,
6.01,7,0,0,None,
7.01,8,0,0,None,
8.01,9,0,0,None,
9.02,10,0,0,None,
9.26,11,0,0,None,
10.02,12,0,0,None,
11.02,13,0,0,None,
12.02,14,0,0,None,
13.02,15,0,0,None,
14.02,16,0,0,None,
14.99,16,0,1,SpawnMore,
15.03,17,0,1,None,
15.86,18,0,1,None,
16.03,19,0,1,None,
17.03,20,0,1,None,
18.03,21,0,1,None,
19.03,22,0,1,None,
20.03,23,0,1,None,
21.03,24,0,1,None,
21.62,25,0,1,None,
22.03,26,0,1,None,
23.03,27,0,1,None,
24.04,28,0,1,None,
25.04,29,0,1,None,
25.72,30,0,1,None,
26.04,31,0,1,None,
27.04,32,0,1,None,
28.04,33,0,1,None,
29.04,34,0,1,None,
29.99,34,0,1,Final,1
