TimeSinceStart,TrashPicked,HelpHints,SpawnMores,PromptType,Label
1.00,1,0,0,None,
2.00,2,0,0,None,
3.01,3,0,0,None,
4.01,4,0,0,None,
4.64,5,0,0,None,
5.01,6,0,0,None,
6.01,7,0,0,None,
7.01,8,0,0,None,
7.40,9,0,0,None,
8.01,10,0,0,None,
9.02,11,0,0,None,
10.02,12,0,0,None,
10.90,13,0,0,None,
11.05,14,0,0,None,
12.05,15,0,0,None,
13.05,16,0,0,None,
14.05,17,0,0,None,
14.98,17,0,1,SpawnMore,
15.32,18,0,1,None,
16.64,19,0,1,None,
16.64,20,0,1,None,
17.64,21,0,1,None,
18.64,22,0,1,None,
19.64,23,0,1,None,
20.64,24,0,1,None,
21.65,25,0,1,None,
22.65,26,0,1,None,
23.65,27,0,1,None,
24.12,28,0,1,None,
24.65,29,0,1,None,
24.99,29,0,1,Final,1
