TimeSinceStart,TrashPicked,HelpHints,SpawnMores,PromptType,Label
4.99,0,1,0,HelpHint,
6.00,1,1,0,None,
12.00,2,1,0,None,
13.24,3,1,0,None,
15.00,3,1,1,SpawnMore,
18.01,4,1,1,None,
22.60,5,1,1,None,
24.01,6,1,1,None,
28.44,7,1,1,None,
30.00,7,1,2,SpawnMore,
30.01,8,1,2,None,
32.00,9,1,2,None,
36.01,10,1,2,None,
42.03,11,1,2,None,
44.22,12,1,2,None,
45.01,12,1,3,SpawnMore,
48.03,13,1,3,None,
53.82,14,1,3,None,
54.03,15,1,3,None,
60.02,15,2,3,HelpHint,
60.03,16,2,3,None,
64.72,17,2,3,None,
65.03,17,2,4,SpawnMore,
66.03,18,2,4,None,
72.03,19,2,4,None,
75.62,20,2,4,None,
78.03,21,2,4,None,
80.03,21,2,4,Final,1
