TimeSinceStart,TrashPicked,HelpHints,SpawnMores,PromptType,Label
4.68,1,0,0,None,
9.98,1,1,0,HelpHint,
10.01,2,1,0,None,
12.28,3,1,0,None,
14.99,3,1,1,SpawnMore,
19.99,3,2,1,HelpHint,
20.01,4,2,1,None,
27.88,5,2,1,None,
29.99,5,2,2,SpawnMore,
30.01,6,2,2,None,
31.58,7,2,2,None,
40.00,7,3,2,HelpHint,
40.01,8,3,2,None,
44.60,9,3,2,None,
45.00,9,3,3,SpawnMore,
50.00,9,4,3,HelpHint,
50.01,10,4,3,None,
53.70,11,4,3,None,
60.01,11,5,3,HelpHint,
60.01,12,5,3,None,
65.01,12,5,4,SpawnMore,
65.82,13,5,4,None,
70.01,14,5,4,None,
75.82,15,5,4,None,
80.01,15,5,4,Final,0
