TimeSinceStart,TrashPicked,HelpHints,SpawnMores,PromptType,Label
4.98,0,1,0,HelpHint,
5.70,1,1,0,None,
10.00,2,1,0,None,
14.62,3,1,0,None,
14.98,3,1,1,SpawnMore,
19.99,3,2,1,HelpHint,
20.00,4,2,1,None,
23.90,5,2,1,None,
29.99,5,3,1,HelpHint,
30.01,6,3,1,None,
34.99,6,3,2,SpawnMore,
36.24,7,3,2,None,
40.01,8,3,2,None,
42.24,9,3,2,None,
49.99,9,4,2,HelpHint,
50.01,10,4,2,None,
54.72,11,4,2,None,
55.00,11,4,3,SpawnMore,
60.00,11,5,3,HelpHint,
60.01,12,5,3,None,
70.00,12,6,3,HelpHint,
70.01,13,6,3,None,
75.00,13,6,4,SpawnMore,
80.00,13,7,4,HelpHint,
80.02,14,7,4,None,
83.80,15,7,4,None,
90.01,15,8,4,HelpHint,
90.02,16,8,4,None,
95.01,16,8,5,SpawnMore,
100.01,16,9,5,HelpHint,
100.02,17,9,5,None,
102.80,18,9,5,None,
105.01,18,9,5,Final,0
