TimeSinceStart,TrashPicked,HelpHints,SpawnMores,PromptType,Label
4.98,0,1,0,HelpHint,
6.00,1,1,0,None,
12.01,2,1,0,None,
13.24,3,1,0,None,
14.98,3,1,1,SpawnMore,
18.01,4,1,1,None,
19.58,5,1,1,None,
24.01,6,1,1,None,
29.99,6,2,1,HelpHint,
30.01,7,2,1,None,
35.00,7,2,2,SpawnMore,
36.01,8,2,2,None,
36.52,9,2,2,None,
42.01,10,2,2,None,
44.30,11,2,2,None,
46.54,12,2,2,None,
48.02,13,2,2,None,
50.01,13,2,3,SpawnMore,
54.02,14,2,3,None,
54.34,15,2,3,None,
60.01,15,3,3,HelpHint,
60.02,16,3,3,None,
61.98,17,3,3,None,
65.01,17,3,3,Final,0
