TimeSinceStart,TrashPicked,HelpHints,SpawnMores,PromptType,Label
4.64,1,0,0,None,
9.98,1,1,0,HelpHint,
14.98,1,2,0,HelpHint,
19.99,1,3,0,HelpHint,
20.00,2,3,0,None,
22.28,3,3,0,None,
24.99,3,3,1,SpawnMore,
29.99,3,4,1,HelpHint,
34.99,3,5,1,HelpHint,
39.99,3,6,1,HelpHint,
40.00,4,6,1,None,
42.26,5,6,1,None,
44.99,5,6,2,SpawnMore,
49.99,5,7,2,HelpHint,
55.00,5,8,2,HelpHint,
60.00,5,9,2,HelpHint,
60.01,6,9,2,None,
65.00,6,9,3,SpawnMore,
68.06,7,9,3,None,
75.00,7,10,3,HelpHint,
80.00,7,11,3,HelpHint,
80.01,8,11,3,None,
85.00,8,11,4,SpawnMore,
86.34,9,11,4,None,
95.01,9,12,4,HelpHint,
97.40,10,12,4,None,
100.01,10,12,5,SpawnMore,
100.01,11,12,5,None,
105.58,12,12,5,None,
110.01,12,12,5,Final,0
