TimeSinceStart,TrashPicked,HelpHints,SpawnMores,PromptType,Label
4.98,0,1,0,HelpHint,
9.98,0,2,0,HelpHint,
10.52,1,2,0,None,
14.99,1,2,1,SpawnMore,
19.99,1,3,1,HelpHint,
23.96,2,3,1,None,
27.66,3,3,1,None,
29.99,3,3,2,SpawnMore,
32.42,4,3,2,None,
33.80,5,3,2,None,
34.99,5,3,2,Final,0
