TimeSinceStart,TrashPicked,HelpHints,SpawnMores,PromptType,Label
4.52,1,0,0,None,
8.20,2,0,0,None,
10.62,3,0,0,None,
12.10,4,0,0,None,
14.98,4,0,0,Final,1
