TimeSinceStart,TrashPicked,HelpHints,SpawnMores,PromptType,Label
4.98,0,1,0,HelpHint,
6.28,1,1,0,None,
12.16,2,1,0,None,
14.99,2,1,1,SpawnMore,
15.54,3,1,1,None,
17.92,4,1,1,None,
24.99,4,2,1,HelpHint,
29.99,4,3,1,HelpHint,
30.32,5,3,1,None,
34.99,5,3,1,Final,0
