TimeSinceStart,TrashPicked,HelpHints,SpawnMores,PromptType,Label
4.98,0,1,0,HelpHint,
9.86,1,1,0,None,
13.82,2,1,0,None,
14.99,2,1,1,SpawnMore,
18.38,3,1,1,None,
24.99,3,2,1,HelpHint,
25.72,4,2,1,None,
28.84,5,2,1,None,
30.00,5,2,1,Final,1
