TimeSinceStart,TrashPicked,HelpHints,SpawnMores,PromptType,Label
9.98,0,1,0,HelpHint,
12.92,1,1,0,None,
15.08,2,1,0,None,
19.98,2,1,1,SpawnMore,
23.26,3,1,1,None,
24.56,4,1,1,None,
27.34,5,1,1,None,
30.00,5,1,1,Final,0
