TimeSinceStart,TrashPicked,HelpHints,SpawnMores,PromptType,Label
4.56,1,0,0,None,
6.00,2,0,0,None,
10.02,3,0,0,None,
12.00,4,0,0,None,
14.26,5,0,0,None,
14.98,5,0,1,SpawnMore,
18.00,6,0,1,None,
24.01,7,0,1,None,
25.48,8,0,1,None,
29.99,8,0,2,SpawnMore,
30.01,9,0,2,None,
31.36,10,0,2,None,
36.01,11,0,2,None,
40.00,12,0,2,None,
42.01,13,0,2,None,
45.01,13,0,2,Final,1
