TimeSinceStart,TrashPicked,HelpHints,SpawnMores,PromptType,Label
4.98,0,1,0,HelpHint,
6.00,1,1,0,None,
8.58,2,1,0,None,
12.00,3,1,0,None,
14.98,3,1,1,SpawnMore,
16.00,4,1,1,None,
18.01,5,1,1,None,
22.10,6,1,1,None,
24.01,7,1,1,None,
26.70,8,1,1,None,
29.99,8,1,2,SpawnMore,
30.01,9,1,2,None,
34.08,10,1,2,None,
36.01,11,1,2,None,
37.80,12,1,2,None,
39.99,12,1,2,Final,1
